text,generated
"I am just going to run to the store to get some stuff to make dinner tonight before the snow storm comes.I but the bread i needed justine serrano making spaghetti and garlic bread for me and my son. All of a sudden i looked outside and these big, white, unwanted, dangerous snow flakes started to come out. I was not happy at all. It was not time for snow, i had things to do and places to be and this snow was not going to make it happen. I was in a big rush and just wanted to hurry up and get out of the store and get home. While i was waiting in line a costumer had the nerve to speak up and explain to everyone that i was in a hurry to go home and cook dinner for me and my son. I ended up pissing me off more because it was true and then i relized that it was probley because it was all my fault! But anyways got the stuff and came home. I made the spaghetti and the garlic bread and me and my son both ate. i did end up going outside and attempted to get my car out but that did not work to keep warm and play in the snow with my neighbors kids but i told her she could not go to the store because she did not have any pants on because she is only 3 but it is whatever. these was my day and my dinner. i hope the snow is gone in the morning because i have my son a doctrs appointment that i have been waiting on and i have to take him to the morning tutoring. he really needs it because that poor baby is hungry for knowlege! the end of my snow storm day.",1
"The story ""The Challenge of Exploring Venus"" Main purpuse was to in form us of the stugles of trying to find a whay to get humons on Venus, Then giving us informashon of why its so hard to find a whay to live on Venus, for example Its eghat hunders degrees Farenheit, and that the presher is ninedy times more preshere than are planet. Then give us some examples of how there testing on how to live on Venus by tresing things at the bottom of the ocecn.

The main reason why they are doing this is, because Venus is the most like planet to earth in are soilersiston, so if we need to we can go thare to live if the earth is going to be distored.

So with this informashon I can conculed that this arical is to infrom us of what is going on with space trave in the fucher.",0
"Euthanasia is a controversial issue in our society today. Many believe it goes against a person's religious beliefs and takes away one's right to their very own life. Others say that it's a humane way to end on going suffering. My HUMAN thesis is the debate over whether euthanasia should be legalized in the united states is politically fueled, the second the issue is put on a ballot the passionate anti euthanasia advocates will gather support making it almost impossible to pass all four of the necessary hurdles, and that the people of america are significantly divided over this issue it does not strictly follow party or religious lines.

My first HUMAN argument states that the debate over whether euthanasia should be legalized in this country is politically fueled. Looking at the lines of support for both the pro euthanasia and anti euthanasia movements it is clear that party lines are not the only influential factor at play. Both line one (Republicans strongly oppose) and line three (Democrats strongly support) follow fairly consistent lines however line 2 (Republicans tend to agree with) and line four (Democrats tend to agree with) stray away from what would be expected. In order to completely answer the question of why euthanasia has the support that it does we must also look at religious influences.

Once the issue of euthanasia is put on a ballot it becomes very difficult to pass all four of the necessary hurdules in FINAL. Firstly, the pro euthanasia movement must be able to gather the necessary amount of signatures in order to be put on a ballot. The constitutions of Calofornia, Michigan, Oregon, massachusetts, and Washington all require the initiative process in order for a pro euthanasia measure to have a chance. The signiture gathering stage drags the already difficult process of passing these laws out over an extended amount of time. Euthanasia advocates of the right to advocate to die also missed there 1996 deadline for colleccting signatures; the measure is now on the back burner. Next, lets assume that the proponents to make it past this stage to actually get the measure to a vote in the first place.

The paeansvill oregon campaign in 92 did make it to the ballot where it was the first pro euthanasia measure to by put to a popular vote in the U.S. Voters in paeansill rejected the proposed law by a margin of 54 percent to 46 percent, and perderson lossed his effort to expand oregons law the following year. The NO to 119 campain also gathered of the necessary signatures to get in on the ballot, but in october the organization that was filed with running the campaige folded because it did not of enoough money to continue. Finally, lets examine the oregon statute. In order to pass an initiative in oregon there must be affirmative support from a majorit of voters, and the margin of victory must be no less than 2 percent of the total votes case at the election. In the 1994 clack sky of oregon case the supporters of the death with dignity act suffers defeat when initial results for a 7,939-vote margin began to shrink to about 5,000 votes. It finaly showed a 34,000 vote margin of victory, but initiatve supporters were not able to shrink it even more again the vote took place on november 3; the results were not finally ofical until eight days later.",1
"Should Drivers Be Able to Use Cell Phones While Driving?

""The National Safety Council reports that cell phone use while driving leads to 1.6 million crashes each year. Nearly 390,000 injuries occur each year from accidents caused by texting while driving. 1 out of every 4 car accidents in the United States is caused by texting and driving."" Drivers shouldn't be able to use their phones while driving because it creates a distraction that could not only lead to injury to the person on their phone but also other innocent drivers on the road. Even the most experienced drivers can find themselves losing control of the wheel while concentrating on their phones. Also driving is a task that requires constant awareness, any type of diversion can lead to accidents no matter how quick it is. In a lot of cases death and serious injury is the result of ""glancing"" at your phone even for two seconds. In reality no text, call, video, etc is worth losing a life over.

Additionally the mortality rate behind using cellphones while driving has caused some states to take legal action. 19 states have banned hand-held cell phone usage while diving, 39 states bans any cell phone usage for novice drivers, 20 states bans any cell phone usage for school buses and 48 states have banned texting while driving. So not only is cell phone usage while driving dangerous but also illegal. So if you are using a cellphone you risk getting into an accident and getting into trouble with the law, which could possibly require jail time or a fine. Also this can affect your insurance, constant tickets and fines from texting while driving can make your insurance go up almost two times its original cost.

According to research cell phones are leading factors that cause car accidents. Studies show that using a cell phone can make you 4x more likely to crash. Despite the dangers, people still use their cell phones while driving to communicate or occupy themselves. Some may argue that using hands-free features is safe, but research shows it can be just as dangerous as holding the phone because the conversation can distract drivers from the road. Distracted drivers have a slower reaction time meaning in case of an emergency where they need to make a quick move they won't be able to. Having that quick extinct when you're not distracted could make the difference between life and death.

Although people may say ""It was just a one time thing, I barely text while driving."" Science begs a differ, during recent years it has been studied that texting while driving has become a huge epidemic. Scientist have even compared it to craving junk food, stating that like junk food we crave being on our phones. Study shows that the average person check their phone once every 12 minutes and 80 times a day. So using your phone while driving can definitely become a habit even if you just do it a ""couple times"".

In conclusion, if people don't give up cell-phones the number of fatalities on the roads will still increase. It is people's responsibility to not incur their own and others people lives. Putting up your cell phone and waiting until you're at a stable place can save your life. No one should put themselves or others at risk to reply to a text message. Even if you're hands-free it can still distract you on the road and make you unable to make detrimental last minute decisions.

Everyone should be mindful of everyone and themselves and focus only on driving when their on the road.",0
"Cell phones are not safe to use while driving. People act like they need to answer or get to there phone to be safe on the road. They are wrong, everybody should know that tryin to reply or read a text message takes their eyes, hand, and at least some bit of their attention away from the road. Even havinjust one hand on the wheel is bad enough for some people who just started drivin. If that is them, then they might end up swervin off the road or into another car. Are they keepin themselves safe, no. The people that they run off the road or hit with their car will be the ones who suffer too, possibly even the ones who dies. If people will stop usin their phone while drivin, then they will be keepin lots of people safe.",1
"Chaos on Venus? Venus is one the hottest planets in our solar system and the most dangerous planet to explore. The author beleives that trying to explore Venus isn't worth it despite all the dangers in presents. Venus isn't safe for humans to explore. Our mechines wouldn't be much help to explore Venus. Even if we get humans close to Venus, they would still to get close enough to take simples.

Venus isn't safe for humans. Venus is to hot for humans to vist and is constantly expericencing natural dangers. In paragraph 3 it states that,"" Beyond high pressure and heat, Venusian geology and weather present additional impediments like eruping volcanoes, powerful earth quakes, and frequent lightning strkes to probes seeking on its surface."" This shows that Venus is safe for humans.

Our mechines wouldn't be much help againist the dangers of Venus. Because of the atmosphere pressure, most thing would just get destroyed or crushed. In the paragraph 3 it states that,""the atmospheric pressure is 90 times greater than what we experience on our own planet .These conditions are far more extreme than anything humans encounter on Earth; such an environment would crush even a submarine accustomed to diving to the deepest parts of our oceans and would liquefy many metals."" The proves that our mechines wouldn't be much help.

Even if we can get humans to Venus safey, they would still have to get close to surface to takes samples and there are risk to getting closer to surface. In paragraph 6 it states that,"" However, peering at Venus from a ship orbiting or hovering safely far above the planet can provide only limited insight on ground conditions because most form of light cannot penetrate the dense atmosphere, rendering standard froms of photography and videography ineffective. more importantly, researchers cannot take samples of rocks, gas, or anything else, from a distance. Therefore, scientists seeking to conduct a through miss to understand Venus would need to get up close and personal despite the risk."" These are all good example as to why visting Venus would be worthless and how humans would have to get close enough to Venus to take some type of sample.

In conclusion, visting isn't safe for humans. Mechines would be much help exploring Venus. Even if humans got to Venus it wouldn't make a difference to the risk and dangers of being on Venus. There for studying Venus is a worthy pursuit despite the dangers it presents.",0
"I am sorry, but I can not scan or retake any written works.

I can advise you on how to make. a better Project in the future if you would like.",1
"What would it be like without cars? Well acording to the passages there are a lot of cities that are trying this car free world. The one city that are free of cars is Vauban,Germany. So lets see how they like the car free communtiy.

The frist place were looking at is Vauban,Gremany. they have a total car free rule. they cant have car in the town . but if they have to park them they have to buy a space for $40,000 along with a house. As a result 70 percent of vauban's families do not own cars.57 percent sold a car to move here. Vauban completed inn 2006 , Is a example of a growing trend in Europe, The united states and elsewhere to separate suburban life from auto use. As a componet of a movement called ""smart planning"".

The end of car culture. President Obama's ambitious goals are to curb the United states' greenhouse gas emissions. Unvail last week, will get a fortuitous assist from an incipient shift in America behavior,recent studies suggest that America are buying fewer cars, driving less and getting fewer licenses as each year gose by. Americas love affair with its vehicals seems to be cooling down. when adjusted for population growth ,the number of miles driven in the united states peaked in 2005 and stedily dropped thereafter. Therefor if the pattern is perists and many sociologist belive it will ,It will have benefical impacts on the world's carbon emissions. so let all try to be car free and hgelp the enviroment!",0
"In Saddam hussein's reign of power of iraq as a military officer, twarted all attemps to over throw him and his control over iraq, and still held power till he was captured in 2003. Hussein has held his rank of power for numbers of years and he likes it this way and doesnt want it to change, so he has troops to protect him, what ever the risks take. Cental intelligence aengcy troops have been on a look out to capture and bring in hussein because he's been accused of having weapons of mass destruction still while in hiding. They continue to hunt, till monday december 13, 2003, when a tip from a us trooper is recieved that hussein has been eating his terrible last serval years in hiding, at a given home near his hometown of tikrit, iraq. He wasnt caught till that saturday essaying to kindel his coumplte and shoot it out with the soldiers as he lunged for a nine millmeter pistol. He was caught with 750,000 in twenty and one-hundred doller bills and hundreds of caped up amaricas of twenty doller bills as well of foriegn curencinces of twenty doller bills, along with ten kilos of liquefeied gold and quarter of a kilo of opium. He the spiritul head of irag was in a fourteen by six foot hole in the ground six to eight feet deep at the time of his capture. But that wasnt only done by america it was a job will well done by the iraqi govemmentouncil in the the prime minister Ayad allawi and his team that has shot up Bush's reelection campaign, which was alsmost completly due to failed iraq policy, the way of not finding hussein. Hussein himself had reached or maybe was treated to his very own end of the tunnel, and now a memorey of bad times for most and he's soon to be killed just as his sons had been killed earlier in spetember. Mid 1979 saddam took control just tas the capital bagdhad was easing into a new affluence. He had control, and used it to help the shi'it's most opressed and poverty dogged group or muslims. He double pumps the life and health statisticshussein barzuy, a shi'it and once hussien's friend, told me that at the time he would bring glass bags of money to neighbourhooddepots to pay for jewerly, the extraordinary bonuses that he would disperse to ingenous sects of true believers, to disperse thier disperation. His rule of power look him at least 500,000 executions of political enemies before the end of the 1980's. All of the nation's offical institutions were loyalty to husssein erv whatever the price of the soul to him by the early 1990""se was stronger echang and ever his control with no opposition, accorrding to the most wertt exposh on hussein's power, a future killed after his own money rescent books and more than Christiane Renigin and gei raltey, is Kadhim Habas radical conceptionof total pow. A student and teachers, all the people question's hussien and were killed, by 1991 kids rounded up and left at the school if not thir parnetshd have been then two new brothers,a show of being hussien's surbordernat fatith in april 1991. He blow up an atomic reactor that might have lead to a bomb.-ion he v eatened even our satatallites with red-hot prod and then dumped coatse search of oil since. All who opposes him get at the most pofsionable posable shock troo even crat the the kurdes of the hiduko region up to the anfal campalgn executed whole hall declared only as a proper iraques of the wrong some tribes familys but for a millon note and indeed things began go wrong saddam was no loner the of all evii my all hail the  presentation of iraq. Housing got flimsy nakedness more aparent crushingly uparrent. By march 2003 alliances overread by ameriean with nato had grew unsteady, the invasion of iraq was about to begin, somebody left the lights on. On april 2003 the maderate of kerbala w ordered in a council of her clirics only to the ameriean flags""she had the peace at the top of her minds."" You can her contemplate the over throw of hussien that this will have stayed quite regious familv of iraqi christians and even some sh alawtesuh's non-arab produto-muslem ostracisy also for challenges. Activist's in dampoea went to palegly over hussien's iraqlia the mind's at the extrem-hard-line of conseratives that has slowy too the last three years ist's own position that is in control of hussien. Mitt Romney mine've made his case agagonst bush funeral where the massachusetts's sheriff's depariment gave the terrorists that own how woulders bush'a job even though not gationing.Wisconsin change be nearly an major holt to john kerrycampaign it'd been though before john kerry has a four-sport league that seemed to be turning his was mdway in the second quter judging by kerri's own shaked he did'nt seem realize that the unlikeable hussien who set the english calms enquirer 1997 on of the busch were reaching campaign revamp unforchane the cain was dead-on right a slip and it would seemed, a remncoul trite. essayed bush team his hussin eroy's had the busch campagne where did they go bush  Cheney had lained session on the other him the both andou well cheny had gotten hurt during the early weeks of theseperat melange known as the causer squeez. "" Ended up being a very good thing for us,"" said campaign manager Kenneth lewis this only state regally zones congressman dick hall a four-year hartmanfter brutal redistridding nissan plunt looked takover mississippi's south quist clady's hands-on fall eleven days before lead. From nov,13- there day's after bush's victory-a lab charge on a cleared out hussin sepcul of which CIA's mole and that thethe same extraordinary and keymole had on scarsor the house of royce ring a balk shirt-down las was the hussienn't depotine the greatesthard ce of his reign. On day too of the trial, that the former iraq supporeme coumt of maliki, muezzinur's legal team puced every punch hexcspantey, avoided every furl-enough twist or floexed undoubtedly the most antipicated trdale since that of sadaam hussienn ittself started monday wirh sboittle medals' sentencing resolidates martial law essayed in this small skey nnon's city tailerit conceal still take power okuing i mtik the fate of another fffamptonot just terrorist targets brig. General was anatdmingvine hussienn but also his own nation-boubho exaclie his leadership role in the bwartner year-long police activity includingthe fall doud not speed sup-frking political contr+j\o\lv. As judge left hteuprop intergnace buge patt lar history closely followd ted us and contidohues achd the un-captured master manders of septgues henbouccand et attyvos will you know that location kow is a fnely years secnt--somewhere betweenthe battle's well-known exile last hierarchical ethnological remrntinl political nincton protetrot and tean itesay non grecerb after more whentime presournoses would dissllve rears of militaritat the once scholingy president would fade awave betwen the historicalepochuq of iraqthat at he leart helped shape a the ambassadorcoaste voud influential empire. Authour also speplant of the bias sales is state publishing house has tota from aparcaehamation thatran until justbefor 2. After between 190,000 and is300,000 sadiam's men were hard men were killed andrewll-dy's subid uscurllig reporth associated pre temreturn essay the his work called the totals rijger ful sorts of sadaam's foesprisingly strikingly simplesesastible-eased objects corter a rcm- after hucklynch he covers radomas the ts in a few s lows the bru operation very eare-hey he gaves exactitude concerns numbers und holds trace the quadoll betweer eht the actual looked-and a would bearusion teron azdas totally over wepms these andarchibold. Essay's according to the apartilce paid mathematiclan's reported this allhem that would hibe caused the the inable still he wusn da 500 000 to rive that this are strumbling and the between the 20's been the 1950 an hiss sanguinary campalgn'. After last but mosy likly not least saddam hussein cela of execution. Onsunday saddam was put to visit an american base before he wuld hoaven""presidence bush made a secret trip to see irqa's dicated leader foir s himslef. Total secret"" the white house threatere personal fretdon made it clear that hiswhole interview shulbe kept seviretit:'after a news arxlirce allfd th at the president would urolf u personal wosions saff wanrelief that thir sidgments would taintalk their cobrf.Lbu leanian young iraq o: who owned the house that he foundsaddam in for a total of seven months says saddam hope that allowing genine inus fage-to-face visit esa american politicain with wird revelion would help focus and intensiry the his own saffen<?> suffvation and those ofhis most  favorite son of love was for the primininh prendre oy-li- cidtney and after wrong of those were better the helson of the attorney to the halepi.Find operator of every drought and nattet saw in iraq andyears icon supporter of husseing t9tus purled out of the house and the day's ou sole. 9 he was passamera in the throscersconsentiam sedananstime wah zealiece defiance and kall.To monday but not yesterday aby qn from than of you cape agrenopens volv blihill armrest if numansions wa instad of is tanking onvideo shorn a slump. fet tv lese may hert bergen limpurtly wuslf hussein amwarted ache ahuwaid and liarsing of hishead since being ocupled ondec 13 and sof far none the u andamerican arms hhour as fouind husiein hidden latter of thidinawdh aproficclant count of the hiselution by impose-old cocking abums most traditional means. Treaty of the thus coammezchezion tishr over-old with the daumberni alllawi uncretice shariawie and ministers of th eihraqui julcay. A the perfect yet since that air bheg foundtion the reason was infact""bouarj expeted."" tayaks care to min led aepadefore ricantrump ssawarim manager--and on the bordar andcustom sheeg spreh with an stander dirohe to chik allthright two jush havghest wix levent to a busch off wow scaming conderally the deatha sideide they ceathouted las up sources the was stallonebararia was')(|) foo?answer:? paralyzi again!. Bush'hy campaign creedician matt dayon essay toolrecean done cabi was trasfered this daval enemy will not be the last the wore muabsa was done to pracalbly the case.",1
"On May 21, 2016, Christina Mays had been told by her doctor, that she would be expecting her first child. Excited and anxious she decided to text her husband the good news. David Mays was delighted about the news and responded with a sweet message. It is not clear whether Christina saw that sweet message before her car slammed into the back of a truck while merging onto the highway. From the lack of response, David became worried. He attempted to call Christina and left several messages requesting to hear her beautiful voice. But to no avail he could not reach her. David knew something horrible had happened. Christina, a beautiful twenty-year-old was dead. Police ultimately deemed texting the cause of her fatal car crash.

Although the police found evidence that texting and driving caused her untimely death; the likelihood of a car crash increases drastically with the occurrence of distracted driving.

Distracted driving occurs anytime a driver takes their eyes off the road, hands off the wheel or sometimes just simply being a teen carrying too many passengers.

Distracted driving is a huge problem, although it is not due to cell phones alone, they are a huge contributor. Taking your eyes off the road, even for a second, can be risky. Because operating a cellphone takes the drivers attention off the road, long enough for them to veer into other lanes of on-coming traffic. Because of this, it only takes a split second for this type of distracted driving to become a fatality. For this reason, it is necessary for drivers to focus on driving only and leave their cellphones in their pockets.

Secondly, text messaging requires you to visually and manually use sometimes both of your hands; it is by far the most frightening distraction used by not just teens, but adults as well. Most vehicles are considered a weapon. Consequently, they can cause extreme damages during a crash. This is why it is never safe to take your hands off the wheel, even to answer a call. As a result of this, some states have chosen to pass laws prohibiting motorist form using their cellular devices while operating a motor vehicle.

Lastly, most of us realize that social media rules the land. In this day in age, if it's not recorded it didn't happen. Seeing that teen drivers lack experience while driving. Consequently, means that they require more focus than experienced drivers. Therefore, carrying too many passengers while trying to operate a cellphone is hazardous to all parties involved, including innocent bystanders. Studies have shown that too many passengers can be a huge distraction, especially while using a cell phone.

In conclusion, texting and any type of distracted driving seems to be a social issue and will possibly take individuals awhile to change or completely stop. Hopefully people will understand sooner than later, that multitasking while driving is dangerous for all.",0
