text,generated
"In the article ""Should We Use $700 Computers to Help Us Learn Math?"", a math teacher Mark Davidson is trying to explain to the school bored at his middle school that computers would really help the students out by having one themselves. Davidson gose and checks out the computer before he ask's the school bored. He uses the software by Stanford Mathematician Conrad Wolfram he wrote to teach his young daughter math. In the artice Davidson quotes ""I'm doing math constantly, but all I'm really doing is supplying a tool for math doing-and-learning that's personal."" The reason why the teacher is all for the computers is because a child can go out and get a personal math tool like a calculator to use in class to do math, but you wouldn't take out your calculator to do a quick math problem on the go. The student can take out his computer to do the math problem quickly. The artice suggests that the students should get a computer.

I think that the students should be aloud to recieve a computer because like the artice says it gives you the feeling of an accomplishement for your own tool that would be your personal math tool. I agree with Davidson saying that as a math teacher this would not be a good ideal messase to tell your students about math. I was was reading this article and thinking how crazy it is that this is even a questioned asked, because of course as a student I would want a new laptop after reading that yes there are cons about the laptops, but i'm going to use technology someday when I have a probabley a child and I do no't want them to take the middle school exit exam just so they can have a laptop all because I can't trust my own child with a math equation. Think about how quick this world is evolving today by just technology. Lets say the student have a bestfriend who doesn't learn as quickly as you and has no computer who you allow to share a locker with to get his books between every class not only would that be a struggle because we student's have became so glued to looking at a screen ALL day. Cars are also evolving by speed limits sure the driving age is 16, but more then half of high school students might not even be driving to school because they can stay home doing homework until it's time for the bus to pick them up unless you live really close to the school. That's all the students will be on for the ride is to look out the window, but look how this world is evolving it might not be faults in like 3-4 decades nobody wants to go out and play aka do somthing besides stay home attached to a SCREEN little kids now only even know how to communicate by texting because of how much they love technology. So as a math teacher Mr. Davidson wants a laptop because it will supply his work, home, his own children and students with technology for math. Better yet laern how to operate surely there will be struggles the more you go on the more you'll adjust and limit your way of destracting yourself so I think that if the school command gets the laptops it should have a nice reward for not allowing students to be on them. That is my opinion in the questioned asked. Are Laptops Good Enought for Our Students?",1
"Space travel is something we people of Earth have just only begun to tinker with. Even after our many launches of aircrafts into the atmosphere, we know very little of what it truly out in the endless void of space. In the article, ""The Challenge of Exploring Venus,"" the author suggests that studying Venus specifically is a worthy pursuit despite the dangers it presents. The author would be correct in this statement as we humans know very little about the planet because of numerous factors making it a difficult planet to study, but solving those problems would lead into advancement. Including that becuase the planet is closely related to earth, that could mean it supported life long ago. Lastly that striving to meet the challenge presented, despite the roadblocks, would lead us into many equally intimidating endeavors.

The planet in space we call Venus has a reputation for how troubling it is to study because of numerous factors. As included in the article, Venus has ""A thick atmosphere of almost 97 percent carbon dioxide blankets...clouds of highly corrosive sulfuric acid...planet's surface tempurature average of over 800 degrees Fahrenheit...Atmospheric pressure is 90 times greater..."" Venus is an extremely difficult planet to study which is why it would be such an amazing goal to study it fully. If NASA and the people of Earth fight to overpower these issues, we would advance as a species, developing more solutions to fight these problems. By facing the problems presented by Venus, we would finally be able to study it and even find out is there is, or was life on Venus.

In the article, ""The Challenge of Exploring Venus,"" the author stated that ""Astromoners are facinated by Venus because it may well once have been the most Earth-like planet in our solar system."" Shortly after this, they also stated that ""Long ago, Venusm was probably covered largely with oceans and could have supported various forms of life, just like Earth."" The search for life in space has been one outrageously demanded by the public and Venus may very well be the place to look, after we can penetrate the bounderies it has in store. It was even stated in the article that Venus even has features extremely similar to some found on Earth, furthering the support that Venus could have or does support life. Regardless if Venus supports life or not, if we as a species can get past the barriers of Venus, would lead us into many equaly intimidating endeavors that we can surpass.

The author sugests that studying Venus is a worthy pursuit despite the dangers it presents and supports that when they say, ""Striving to meet the challenge presented by Venus has value, not only because of the insight to be gained on the planet itself, but also because human curiosity will likely lead us into many equaly intimidating endeavors."" They also say in the next sentence ""Our travels on Earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation."" By surpassing the challenge of Venus, we will have the technology an wisdom to surpass other difficult challenges we may encounter, overall gaining the knowledge and power to gain more knowledge and power.

The exploration of Venus is indeed a difficult and dangerous task, but in the end would be worth while. By advancing our technologies we can bypass the dangers of Venus and pave the road to move onto even more dangerous and difficult tasks, both on out planet and outside our planet. We could gain the knowledge of how similar Earth and Venus are, finalizing if it could have or did support life at one point in time. And the factors making Venus so dangerous, would be minimalized and surpassed.",0
"Yes, Curriculum-Based Measurements is a capable of measuring the influence of classroom teaching on intelligence. I know this because that is what the article tells. In one of the paragraphs it tells that most schools in cities across the nation where tutoring has thrived in California have adopted the very regimen hoarded by these companies, known as ""mastery based learning. The premise is simple but powerful: the best way to prepare students for the next grade level is to make sure that they have mastered the material from the current one. This information came from lines forty to sixty-six. So by what it is saying is that we are trying to teach students more deeply and differently.

But in America students are tested in reading and math in a classroom every two years to compare schools. Computerized ""adaptive learning as exemplified by the Measures of Academic Progress test, is booming, moving from K-12 classrooms into college as well. Eight million students now take the Northwest Evaluation Association test in all fifty states, making it one of the country's most adminstered exams. It isn't surprising that parents and educators are asking that it now assess the unique qualities of a school's program.

Only recently did Kathy Horvat, a curriculum coordinator for the Broward County School District, which includes Fort Lauderdale, learn that the MAP test provided scores on specific skills. Rather than dismissing it as just another big test, she wondered if it could be used for more than ratings. She's still not sure, she says. Teachers covet the bright red, yellow and green dots that indicate student proficiency, because ""that's what we've always had."" Yet Horvat is intrigued by the idea of a skill-focused diagnostic. This is found in lines ninety-four to one hundred and eighteen. It is a question that is stated but not answered in the article.

The article does do a great job of giving you plenty of information to back up both sides of the argument on whether you can measure classroom teaching on intelligence. The author gave lots of examples in the article. He also did a great job giving lots of different peoples point of view on this argument.",1
"Phones and Driving

Look around you! All you see is people from all ages staring at a device all day which is a phone. People are always stuck on their phones, that it seems they can never let it go while:working ,at school,cleaning,and driving. Some things caused by using your phone while driving are car accidents, irresponsible people driving, or you can get a fee.

Phones can be such a distraction to everyone at anytime including while driving which is a safety hazard. A major cause of deaths in the US is motor vehicle accidents because of phone usage most of the time. ""About 33,700 people die in motor vehicle each year"" shown on CDC. This means that some of the accidents are from phone usage and other factors, but if people stop using their phones while driving their could be less accidents in the future. In the article ""Mobile phones and driving safety"", it stated that,""In a 2011 study it was reported that over 90% of college students surveyed texts (initiate,reply,or read) while driving."" It proves that even adults can be immature that they use their phones while driving even when knowing the possible consequences they may have. If people continue to use phones while driving then the rate of death will get higher and people would think that nothing will happen to them while using their phones.

Many people may say that teens are the ones driving irresponsibly by using their phones when operating a vehicle. In reality, everyone from every age is irresponsibly driving. According to an article of "" Teen driver source"", ""In 2015, 42 percent of high school students who drove in the past 30 days reported sending a text or email while driving.""The other half were most likely adults in which adults should set younger people an influence because they learn from them. In another passage on ""Science Daily' stated that, adults are always on their phone while driving with young kids either by sending a text, reading texts, on social media, or their just distracted driving. I believe that the adults should be more cautious including the teens but adults tend to have younger kids with them in the car.

Both the adults and teens are guilty of driving on their phones, but they should learn sooner to avoid any type of tragedy.

Each state in the US has their own laws to protect their people. Since some don't listen the people in charge of the state they've made laws for people who drive careless. About 43 states have prohibited drivers to text or even be on their phones (Facts & Statistics about texting and driving). Even though not all states have been prohibited of being on their phones, almost all of them have which is a good difference. In some states if the police stops you for the first time for texting and driving, you can get a fee depending where you live. For example, Georgia has a fee of $150, Florida has one of $30,and New Jersey has one of $400. The fee law is a good option because if they stop you a second time then you could have jail time if you didn't learn the first time from the fee. If the US keeps making stricter laws of being on the phone while driving then the people will learn.

In conclusion, driving while using your phone at any age isn't right. By one simple distraction something tragic could occur. It's not always teens driving reckless, but if anyone act young by not responsibly driving then they could get a fee they have to pay. Driving while using the phone should be taken more serious to prevent any issues.",0
"Pets are the best source of entertainment and joy for everyone. Their flexibility towards all types of people be it kids or old people, makes them even more valauable then friends. But sometimes these pets dies or get lost and we can't help ourselves but cry and be upset about it. The car manufacturer ""Subaru"" came up with this interesting idea where they used kawartha pets, animatronics cats and dogs, to test their safety features. They also brought in pasion for the client's safety, not only through their products but by stating in their invite: ""We build the safest cars for your most precious cargo."" In conclusion if having your old drog Rocky or your spikey Sally means not getting your car for cheaper then that's the choice you should make since even if they might not be humans but they're lovables animals that we treat as memebers of our family.",1
"Many people use cars to get from one place to another,but however, many states around the world are having people not using cars. In other words, many states are car free states and this has changed many cultural changes in the sociey that the people live in. Not using any cars provides many beneficial factors to not only the enviroment but to the people too and here's why. Having car-free states reduces car emission and can provide healthier productive lives of exercise. This change to the world can inspire lots of people and open up the doors of nature's beauty to provide a peaceful way of living to the enviroment of the world.

We use cars everyday in our lives from going to resteraunts, jobs, homes, schools,ect. However, do we ever think that whenever we drive we are causing more pollution to spread from every mile we go? Cars are the number one leading pollution emission enviroment destroyers in the world. This pollution causes many close suburban areas with homes around to breathe in gas emission from cars. This is absolutely not healthy at all to many people. For example, in the article written by Robert Duffer in his title, ""Paris bans driving due to smog."" States that, ""[Last] week Paris had 147 micrograms of particular matter (PM) per cubic meter..."" That is more toxin to inhale that could possibly kill you! There are countries, for instance, like Germany that have some cities ""car-free"" as an experimental way to stop pollution emission and traffic jams causing loud noises to some close spaced suburban areas. Now, instead of using cars the people living in Germany are walking, riding bikes, or using trams to get from one place to another. So far, the people do not mind having any cars around and they even say they are happy and like the new change on where they live. ""When I had a car I was always tense. I'm much happier this way,"" says Heidrun Walter from the article by Elisabeth Rosenthal titled, ""Suburb, Life Goes On Without Cars."" So whenever you first sit in a car think about what you are about to do and think about how you can benefit yourself and the world by not spreading pollution emission from cars.

Many people want to exercise, stay fit, and lose weight depending on what they want to do. Some people like to jog or run to go to there jobs as a productive way to not use there cars but to get out and exercise more. Many people around the world perfer not to use cars but instead use any-other means of transportation to either make themselves healthy or to not use any means of spreading pollution. In fact many people that live in big cities such as New York and San Francisco with more cars driving in the population. Have young people from 16-39 year olds that don't have a drivers license use other means of transportation to benefit themselves. In the article written by Elisabeth Rosenthal titled, ""The End of Car Culture."" States that, ""They organize their summer jobs and social life around where they can walk or take public transportation or car-pool with friends."" People ages from 16-39 year olds are not caring about using cars or getting a drivers license but using any other means of transportation even if it is longer way to get to a destination. This is very beneficial for young people of 16-39 year olds to have healthy lives at a young age so they can live longer and they can feel good about themselves.

Can you see now why having no cars as the means of transportation is a good thing? Many people are having healthier lives and live on not using pollution but using other means of transportation. People in many states and countries are happy with this change for the better as new meaning of change in cultural experiences. Now, are you able to change just like the people living the ""car-free"" life around the world?",0
"I do not beleive that it is possible to determine someones emotions based on the world-limitied picture. I believe this because although a picture is worth a thousand words what if those words are the wrong interpretation of the image. My last reason is that something might be affecting their emotional facial expression that you cannot see.

A picture is worth a thousand words but whos to say that this thousand words worth of writing is everything that the person is feeling and more. When we look at pictures we usually notice the obvious rather then the little detail. A human face has many features that can give away a persons emotions. You look at the obvious that is staring you right in the face and dont think about the fact of what if that isn't a correct interpretation. Lets take the picture of a landslide what would be your interpretation? I would see it as a beautfiful display of mother nature's fury, but I do not know that the house in the bottom is mine and that this is a very destructive image. On the outside it is extremely beautiful and elegant even breathtaking, but on the inside the home is falling apart and being destoryed.

Although there is the statement of a picture is worth a thousand words there is also another point of view to see this from. We know that the words would all be wrote in interpretation on the persons feelings. Lets take the picture of the Zhangjiajie National Park with the glass plateau walkway. What would be your interpretation of this picture? Most people would see it as a beautiful nature shot of clouds and a mountian with a ""literal""(which would be the visible meaning of the emotion in the picture) breathtaking sunset, but on the inside it was said to be a picture of our greatest achivement in engineering with one step out onto the glass. So if someone were to ask ""how cool is it to be on the over a 1000-foot-high glass bottomed walkway during the time of  demand when the sunset is particulary vibrant?"" You would probably say that it is pretty neat because there is a visible sunset, but in all actuality there is no rainbow in the sky at all it is instead not only a bland colorless face, but it is also raining.

Something that you cannot see in pictures is maybe what is going on in a persons head that can be affecting their emotional facial expression. Since you cannot see what is going on in their head then you might start making all of this up in your head to figure out where you want to take the story or what the characters feelings towards something are. Your interpretation of the picture might stand back and you might start thining more about what could be going on because this character is very important and is crucial to the story and in order to do that you would need to know their feelings, but what if this character is a villain and thier main thing is not to show how they're feeling?

In conclusion I do not believe that you can determine someones emotions from s stricty pictures stand point because it is impossible to determine all of that off of an image, it may be difficult to prove these emotions are wrong unless it is stated otherwise, but that isn't the point; the point is that we as humans are not built to determine emotions off of a picture we are built to determine these off of everyday actions and facial expressions.",1
"The Electoral College is a process put into place by the founding fathers for the purpose of electing a president. However, this process was enacted at the very beginning of the United States and the question must be asked, Is it still necessary? Or even fair? With advancing technology and better processes, the old ways of doing things must be questioned.

Almost all states have a winnertakeall system in place, with the exception of Maine and Nebraska. This system has many faults and in some cases can produce false results. A presidential candidate that wins by a large majority in a state will win the electoral votes of that state, however, if another candidate wins a very close election, heshe will also win a state. For example, in the 2000 presidential election between Al Gore and President Bush, Al Gore won the popular vote of the people but lost the election for president because of the electoral college, the very fact that we know what the popular vote was is proof of neccesity of change. Not only this, but sixty percent of voters want to vote directly. This makes it possible for a candidate to have more individual votes but less electoral votes, making the system somewhat corrupt.

Not only is the process of the Electoral College unfair, it is simply not necessary, with most voters using digital machines to enter their vote for candidate, votes can be counted digitally and accurately. The electoral college was a great idea before computers were invented and all votes had to be counted by hand. When the process of the Electoral College was put into place, it would have been impossible to count he votes of the entire country with any degree of accuracy, and even if it was possible, the validity of votes would be constantly be questioned. But in this day and age technology makes the very idea of the electoral college obsolete. I understand the desire for preserving traditional methods but not when it sacrifices a fast, fair, easy system.

Not only should we use a system using computers to count votes, but we already do, news broadcasters show which presidential candidate is winning in real time using modern technology. This allows us to know which candidate has won the election on voting day. Keep in mind that when the electoral college was made, many citizens had no idea who had won often until the next year. The fact that we know immediately is proof that the meeting of the Electoral college in December is completely unnessessary. And what if there is a tie in the electoral vote, although we know what the popular vote is, we would still have to send the vote to congress.

Times have changed. Technology has improved. With this the very building blocks of our government must be improved and updated.",0
"An anti-lock brake sytem inneffiecent if they were never used ever again and had uncontrolled accidents no one would care to tey would use them without even paying attention to what they dont have.and the reason for that is slowing down the car just a slight bit might help precvent an accident. Did you know that when you slam on the brake your tiries loose traction with the road and make you skid and if you thought about it when you lose traction you lose control of your car, yes you can recover from a skid but only if tou know what your doing so if you dont know what your doing or if you cant drive then why would you want someone to have an anti-lock braked systom.

Then Not have control of the car and you slamed on the brakes at let say 80 miles a hour or maybe you were trynna show off to some friends and your tire popped when you tried to stop at 80 miles a hourlater on tou lose control of the car when a tire pop because your not always going to have tire pressure montiors then if you were trying to stop ar get some form of control of the car and the tire popped you may usually practice safe driving and you may not like using yout tire why would you?

Well if you were in the moment it is worth to keep in mind that this car doesnt have no tire pressure moniors even though we are technology reliant so the future cars might even be elctical without any frame so that means no gas or not typical cars made out of metal and wteel but no improvements have been made so if you were to ahve anaphobic teens or a teenager that is really defines on be safe not being able to stop the car would you learn from your past and not buy a car or would you instead choose to buy since new car which everyone would be better than the last no matter how much safety the inventor addedso think about.

In my opinion it isnt worth it because yeah being able to control the car is great and a must have but if you stop to pay attention to your driving ability takes a lot of focus to stop a car so you dont think about the next thing you would like to argue about cars but istead take some time to think think about what you cant see everday because of your decision think about what has value and that is not the safet in a car think about is the reason why you are alive right now is it because of car safety or is it because of good luck.",1
"A car free world?! That sounds splended! Over seventy percent of Vauban's families in Germany do not own cars, and almost fifty-seven percent sold their car to move there due to the fact that they are almost ninety percent car free. There are so many advantages on limiting your car usage.

Think of it like this, you walk outside your front door and see hundreds of big bulky cars and trucks flying by giving off greenhouse gas emissions from their tailpipes, which is not good for you at all. Is that what you want to see every morning? Or do you want to swing up that front door, smell those roses, and see all your neighbors hopping on their bikes about to ride off to work.

There are so many benefits of limiting car usage but a main one is the health of the people. How many times a day do you see an overweight person struggling to get in or out of their car? Here in America it has become a casual sight. Now picture this, you see that same person getting on a bike and driving to and from work. How long do you think it is going to take until they start to loose weight and start to feel healthier, inside and out.

Some ignorant people say that the car industry is boosting, but I agree with those intelligent people who are seeing that the industry has been slowly declining. You see more people taking taxis, carpooling, or texting their friends to pick them up. ""Different things are converging which suggest that we are witnessing a long-term cultural shift."" -Mimi Sheller, an extremely smart professor at Drexel University. She is refering to the decline in car buying and the amount of people getting their licenses. Did you know that their has been a large drop in the percentage of 16 to 40 year olds getting a license, while the older people are likely to retain their licenses as they age. According to a study found last year, young people driving has decreased twenty-three percent between two-thousand one and two-thousand nine.

Do the smart thing, get a bike and ditch the gas guzzling, greenhouse gas emissioning, car of yours today!",0
