text,generated
"This is an essenstial may people disrespect employed students. Students need to be motivated to go to school everyday. This leads to money difficulties or problems that can cause them to work late,miss meals or even live without heat,air conditioners,or electricity.Sometimes parents bring in too little money, other times they get laid off. Most of the time employed students are missing meals because did you them of money but they still have ot help out with bills. They can be feeding their siblings and even paying bills that shout be otay their parents resposibilty.High school students do not wanna feel bad though so they do not tell their friends. When you are a high school student you needs friends to make it by great and this cause them to keep it a secret.  The first cause of employed students missing meals is that their parents take money out of their check affecting the child. Writing checks for rent, watr, light, and gas would make the child miss a meal. The would not be at home in time to get the checkle cutting most of Tv to get after school meals. So the only way left for them to get a meal would be at school but by them being an emplyed student they dont pay for their meals because they do not qualify for free or reduced breakfast. Most employed students even have to take that burden of having to supply all of their other school supplies. It is illegal for students under the age of sixteex to work on any night in the middle of a school week. From monday to friday but the hours on monday to friday from six a.m. to six p.m. you can work but you would still have to followall child labor laws. Employment certifcation is required for all fifteen and sixteeen year old unless they are working for their parent. Ages seventeen and eighteen do not have to have an employment certifcation unlessthey play football. Students that work at your favorite place,cinma or even your local fast food restaurant often do without meals.The child is missin a meal because they might have been working a late shift and the time that the take to get off is to late to get food at school.To fix that problem writting a check for lunch would be great but most of the students cannot afford to buy lunch each and everyday. To fix this problem they would have to eat breakfast at school , pack lunch, fin somehere to get supper and would probably not get a snack until they got back to their job. By the time they get the check for all of that their would be no way that they could get in line with whats on their check.

",1
"The author of this article has some really good points on how the Facial Action Coding System is useful for the students in the classroom. Even though the computers could tell you how another person is feeling you could also do the same with your closest frineds and family because you kmow them so well. The computers have no idea who you are but they still know what emotion you are feeling just by how the bones in your face are working together.

The computer will form a 3-D model of the face. All of the 44 major muscles have to work exactly like the human muscles in the model. They have classified six basic emotions such as: happiness, surprise, disgust, anger, sadness, and fear. Most people like to hide their emotions with thier face so people don't know that something is wrong. The computer could see right through that and see exactly what emotion is going on.

In the classroom students that are shy or don't ask for help often lie to their teacher and tell them that they understand exactly whats goingon and exactly what they're doing. If we had those computers in the classrooms then the teachers could help us more by knowing the truth. The teachers could figure out a better way to teach the lesson so the kids are'nt so confused.

These computers could change lives but not many people probably see that since it's just another piece of technology. Imagine using this for someone yu are teaching or explaining something to yoou would want them to learn whatever that is you're helping them with would'nt you? But if that person is scared or shy they wouldn't be so easy to tell you that they don't understand. If we used these computers properly and not just as some toy then we could change how education is taught and it not being so difficult to understand so you could recieve better education quality.

Teachers already try their best to help their students but sometimes it's just more difficult than it seems. Children like to give attitude when not understanding something or when they feel like the teacher is judging them because they don't understand something. When it comes to school and work it's alot of stress and focusing but if teachers had a better way to recognize the emotions of their students it'd be easier for them to help them out instead of leaving them there and not understand anything.

I feel as if teachers would like the idea of having one of these computers in their classroom because not only does it benefit their students but it also benefits them by helping their generation out and not letting their students fail but to become successful. So I think that having these in the classroom would be very valuable and helpful for everyone.",0
"There are countless reasons you should study history. Firstly, history is something to learn from. Going over the past helps us to understand how the world came to be. A similar issue could have happened before, so studying the past will help us handle easy obstacles. We don't recycle events, but we may repeat the solution. For example, you can study how World War I started and ended, and that will give you a general idea of how World War III, if there is one, will start. Secondly, history gives you knowledge about the world. Sometimes, history is a requirement to graduate or pass a certain class. There are history textbooks because of the value of history. Lastly, history is very helpful when it comes to economics. Knowing the history of the stock market and budget plans are helpful to society. You are less likely to become scammed or lose all your money. If you know the history of the world's economy, you may be able to predict how it will change in the future by connecting the past and present. The more you know about history, the broader your imagination becomes. It releases your oppurtunity to tell any made-up story.",1
"The Face on Mars was not made from an ancient alian civilization. We have proof of this because our cameras are ten times sharper than the cameras we had to orginally photograph the face, the shadows just create an illusion that the formation is a face, and the Face on Mars has been confirmed to just be a mesa.

The first photo we had of the Face on Mars was taken in 1976 by Viking 1, which would not have had the most advanced cameras. The photo is blurry and unclear, not a very reliable source to base alien belief on. Even the photo in 1998, ""snapped a picture ten times sharper than the orginal Viking phtos."" Compare the photo from 1976 to the photo taken in 2001. The 2001 photo clearly shows that the Face on Mars is in fact not a face at all. Any belief that the Face on Mars was created by aliens should now be wiped away because of how clearly the photo shows that the Face is just a landform.

When the original photos were taken in 1976, there was the illusion that there was a face staring right back at the Viking 1. Shadows around the Face created this illusion that made it look like and Egyptian Pharaoh. When the 1976 photo was released for people to see, the caption read, ""huge rock formation . . . which resembles a human head . . . formed by shadows giving the illusion of eyes, nose, and mouth."" Even the experts immediately recognized the Face on Mars as just a natural landform with shadows.

Though some people believed the Face was an alien artifact, this theory is disproved quickly because in truth the Face on Mars is just a mesa. The Face on Mars is in the area of Mars known as Cydonia. Cydonia is known for having lots of Martian mesas. Martian mesas are very similar to mesas or buttes found in the American West. Chief scientist for NASA's Mars Exploration Program Jim Garving quotes, ""It reminds me most of Middle Butte in the Snake River Plain of Idaho."" Which is a lava dome the takes the form of an isolated mesa, and is approximately the same hight as the mesa known as the Face on Mars.

Though some theorists still believe that the Face on Mars was created by aliens, it turns out to be just a Martian equivalent of a mesa. This is proved true by the advanced camera quality, the proof that it was just shadows creating the illusion that the Face on Mars was actually a face, and the fact that the Face has been confirmed to just be a mesa.",0
"There are a few steps of making air conditioned lipstick using scissors, your favorite color lipstick and a small container. First, get a packet and use the scissors to cut it in a straight line across the center end of the packet. Next, use the scissors to cut a small rectangle shape on the top half of the packet you cut off. Then, take your lipstick tube and twist it all the way down, then place the bottom part of the tube into the packet you cut a rectangle on. Finally, twist the lipstick all the way up, fit the top half of the packet back on the bottom half, and enjoy your air conditioned lipstick tube. This shows how your favorite lipstick tube can now be a air conditioned one so you don't have to worry about your lipstick melting or getting damaged.",1
"lmithing car usage is a bad thing or a good thing ? here are some of the reson why i think that limithing car uasge is a good thing to do .

reason one why i think limithing car uasge is that we wont have to pay for gas alot more then we have to casue we wont be usage are cars . some cars got good gas milege but some cars dont have that and we cant forget are diesel trucks owners they dont have good milege and diesel is expensive to its like $100 or more dollars to fill up you diesal truck.

second reson why i think we should limit car uasge is so we wont be lazy go out and go for a walk with your family or a bike ride , hicking also skate something just to enjoy the day and the nice weather . do what BOGOTA, colombia they had a car free day that only buses and taxi where on the road . so they can take the buses or taxi to work or where ever they wanted to go and if you where driving on the street with your car you would be fined $25 . its also good why to take stress away you wont have to worry about being late or being stuck in traffic or you car wont start .

last reson why i think we should limit car usage is that we can lower the air pollution like beijing,china they are know as one of the most polluted cities in the world cause they have some many citizens living there so at least half or more have cars.

thats  why i think we should limit car usage cause we dont have to pay for gas and diesal also so we wont be lazy and get out of the house go out ride a bike, go walking ,skate something to just take away the stress of all the traffic and last be no least so we can lower the air pollition .",0
"Technology How the Boston Bruins Have a Unique Niche to Develop Their Skilled Young Players Technology has brought the skilled knowledge of analyzing players and their progress throughout the season, from shooting, face off percentage, shooting percentage, games played, hits, etc. In chapter 5, “Minor League Front Office Positions,” of the book Sports Analytics Designing, Tracking, & Valuing Player Performance, five authors speak about the process and all the hard work it takes to run a team in the minor leagues. They talk about key jobs such as, Farm Director (General Manager), Assistant Farm Director (Assistant General Manager), Player Development (Head Coach), Strength & Conditioning (Gym Teacher), and the Athletic Trainer (Nurse). The game of Ice Hockey is a unique sport that might go beyond playing games at the collegiate/professional level, but there is always a place for skilled hockey players in this world to remain employed. The Boston Bruins have multiple people who specialize in analytics to help develop the skills of their younger hockey players. One person who stands out the most in the Bruins analytics department is Kayla Frantzis, who is the manager of this department and creates structure for the Bruins to develop and progress. The every day process, which occurs with each player in the organization, is tracking the player through the organization and knowing exactly what the best thing is for that player such as, where is the best league for this player to currently play in, or even as simple as, weight, and height stats are recorded every six months. Technology is essential in the development of these players today because of the hard work and research that is done on each player, to help benefit them in the future to prepare them for the professional leagues of hockey. Technology is a beautiful thing when it comes to analytics for developing specific hockey players, but has it taken developing hockey players and studying the outcomes on the ice too far? There comes a time in everyone’s life where technology can be taken too far. Kayla Frantzis is a very skilled women at what she does, but some might say that recording everything down to the very last bite a player takes, can be too far and even invade a player’s privacy, is that true? Would taking technology completely away from the development process for hockey players slow their progression in this crazy world of always improving technology?

Bibliography
Shah, Robert H., et al. “Minor-League Front-Office Positions.” Sports Analytics: Designing, Tracking, and Valuing Player Performance, MIT Press, 2019, pp. 97–120.",1
"The Electoral College is a process in which electors pick the president instead of the people, but is it worth keeping. No, the Electoral College is not worth keeping because it reflects the view of the electors instead of the people.

Some people would argue that the Electoral college should be kept because it ensures the certainty of the outcome source 3 paragon 18. However this relies on a winner takes all system which makes the say of the minority voters pointless since even if they do vote then their vote is pointless. Second of all the presidents only campaign in states they are not sure of and completly ignore the states they know they will win source 3 paragraph 19. This may be a good strategy but if we instead abolished the Electoral College then everyones vote would matter and the candidate would have to campaign in every state to ensure his victory. In all the Electoral College should be abolished because it takes away say of the people.

Not only does the Electoral college take away the say of the people, it also has no protection against a tie of states that have an even number of electors source 2 paragraph 11. For instance a state like hawaii that has a total of two electors if they both vote for different people then how are the votes decided well it already happened in 1960,but Richard Nixon who was the vice president at the time and known to be against the Electoral College decided to only aknowledge his opponents electors. That is why we should abolish the Electoral College.

Allow me ask a hypothetical question what if the electors were corrupt and voted for whomever they pleased without even considering the peoples vote source 1 paragraph 2. We have no system to ensure that the people vote matters but the electors does therefore electors that are picked by former candidates may be more likely to return the favor and ignore the peoples vote and vote for their candidate. There are many important figures whom are against the Electoral College such as Richard Nixon, Jimmy carter, and Bob Dale there are many more but thes are all politicians who see the Electoral College the same way the people do source 2 paragraph.

In all the Electoral college should be abolished because it ignores the peoples votes. The votes that werre granted to the people by the constitution therefore the Electoral College not only doesn't care about the people, but it is also violating their constitutional rights.",0
"There have been many amazing advances in technology. In the field of communication new apps and devices are created every day. While some people may think that this is making our society more disconnected because our ""useless"" conversations are moving online, in actuality these are just the opposite. The new advances in technology are making conversation much easier to have, and creating many new ways to learn about and get to know people.

Before the creation of the telephone valuable information was sent via telegraph. This took a lot of time just to send a few works, and they couldn't convey the feelings of those sending the message. Now days all of that time has been cut out, and even with something said offensively if a sincere apology is made right after words can easily be forgiven. Another example of this is the creation of electricity which was a major leap in the technology department. Before electricity the main mode of communication was through the newspaper, which was a very impersonal way of sending messages. Reading about the death of a loved one in the newspaper, or reading about a celebration that someone was not able to attend would have been very hard. I can only imagine how many different illnesses were caused because of how hard it must have been to deliver break up letters in the 1800's.

The person who is credited with the creation of Facebook, Mark Zuckerberg, says that he did not create facebook as a way for young people to communicate online. His main goal was to create a new way for people to learn about and to get to know people. Even though some people may argue that facbook is indeed making communication worse it in actuality a very helpful tool. Teenagers as well as adults use facebook to keep in contact with friends and family members that are far away, to learn new things about the people around them and to share thier life with others. This proves that although the advances in technology make a great new toy for people to play with thier main purpose is to provide people with a much more efficent way to coomunicate with others. The new advances in technology also allow people to get to know one another so much better. The advances of technology in this day and age have done nothing but make the people better at understanding each other, and the messages that one is trying to convey. #younghuman",1
"In this essay I will be giving an argument on why this so called ""face"" is not made by aliens.

The prompt tells you that one of your colleagues says that it is created by aliens.

My job in this essay is to tell why it isn't and give an explanation.

The figure that NASA saw was a so called ""face on mars"".

They claimed that it was in the shape of a human head and it was thought to be made by aliens.

In my oppinion this is not made by aliens.

Here is a reason why.

All these years NASA has gone to a two or three planets looking for aliens.

Throughout the years how many have we found, none!

Yes, we may have found some traces of aliens, but we can not prove that these are actually alien tracks, or alien lifeforms.

There is no way to prove that this structure was made by aliens, unless we have images of them, and so far we have none.

Look down on earth.

How many mesas or Buttes do we have in America, or even around the world?

Now think about this, were these man made?

No, none of these land formations were man made!

They are formed naturally by nature.

Now over the years we have found a lot of reasons how Mars is sort of like the earth.

It carries water, and it is one of the easiest planets to get to, so if you think about it, Mars could have the same land formations as we do!

Nature is a beautiful thing, and it more than likely made this so called ""face"".

Yes, you may be right in some way.

Yes, we have found traces of aliens over the years.

This COULD have been made by aliens.

Maybe they are trying to connect to other life outside of their planet.

That is the only argument that you have against me.

The argument that isn't even factual.

You are going off of a guess in your mind.

So overall in this essay I have covered three thing.

I have covered my first argument, which is that we have not found aliens even though we have been searching all of these years.

I have covered my second argument, which is that nature has formed many structures like this on earth, it could have been formed out of the land.

And I also covered the rebuttle, which is that there is a possibility that this was built by aliens because we have found traces.

So in conclusion, this structure was not built by humans, this was land made.",0
