text,generated
"The Mystery of the Facial Cygnus appears to be the most heart stopping discovery of all time. In reality, it is merely a coincidence of sorts, nothing more than an optical illusion. On pages 26 and 27 of the November 1998 issue of VAN, you will find photos of the Ausurian stones taken by the Austrian author known as Robert Bauval. These photos were paired with another photo, and from this, people have discovered the face is not a supernatural structure created by aliens past ancestors but instead an illusion created by light and shadows.

The Pharos of Heliopolis or Haracekh is what people belive to be the true cause of the fashinating find. Additonal research and evedence shows that the Arabs who settled this part of the world admire a famous Arabic phrase which speaks of the ""Moutain of Pharaoh that the sea once covered bridges on"". Amusingly enough, there are no ancient Egyptian structures of any kind in the Usurian Syatem. Most incridbly is that the supposive ""astronaut"" is a mere 65 meters or 210 feet-assuming he's an average male-from the abstract art. On another interesting note, the picture of the Cygnus constellation that ""matched"" the ""faciale"" is not correct. According to Magnanum M.Dof the Andromeda Astronomical Society in Jakarta, ""It looks like the author of the layout confused east-west orientation....The template used to superimpose the nebula and the constellation was flipped."" (New Face for the 'Face').

All of this new information has people such as Bauval rethinking the principal of the Facial Sgyria. "". I now see it as more of an artistic statement by the ancients rather than a big sign left for humanity."" says Bauval thereaser of ""The Orion Meixpooxy."" Additonal factoids are that the hero-to-markings ratio for the Egyptian pyramids are acutally quite close to the Egytpian ""spinx"" looking at the rock from a certain angle. According to Dr. Ross I. Halgin of Northwestern University, "".New age interpretions of ancient monuments, such as the Pyraminds of Egypt or Stonehenge in England, as alien astronaut markers often invoke these Paradian difficulties.""(New Face for the 'Face"")). ...

In conclusion, the Facial Serena is not proof of previous extraterrestrial Mesoamerican suer civilizations in the Paleobcs. The Mystery of the Facial Syngria has boggled mankind for years, additonal research and evdence is leading us to belive it is simply a form of art . or writing. explaining the ligthing and shadow effect that implied a large structure. Having argued for the counterclaim, there are facts that support the exisitence past aliens such ass the bridges in Portugal that match the Atlantics game consept of a shallow water-bisd on the same Angendary see...

Moreover, the crewing of the stones would be almost equal to that of the Egyptian pyramids which humans are physically capable of doing such a fte. And finally ...

. the New York Times would never publish front page information about aliens and only published that because of military intrest and could not conspire with aliens because they don't care even if they did exist.",1
"Should drivers be able to use their phone while operating a vehicle?

The age of technology is upon humanity and is affecting the species far more than anyone has expected. With more modernized devices being released at such a fast pace, it is not likely that one human of five will not have one. Technology, especially the usage of smart phones, has become ultimately distracting to humans. Operating a vehicle, however, is not the time to be distracted. Any driver, no matter the experience or skill, should not be able to use a cellular device while operating a motor vehicle because it is hazardous to themselves and others, and it is a leading cause of death.

To begin with, the distraction of a cellular device is most dangerous to the driver. Not only are they putting their life on the line to send a text or view a snapchat, they are also putting their license up for suspension and possible jail time because it is an illegal activity. Any impairment of a driver is an illegal act and can be tried in the court of law.

These drivers willingly know the consequences when they pull out their phone. It is important that the driver adhere to the responsibility bestowed upon them for the safety of themselves and others. Any mistakes made while moving are solely the driver's fault. A text or a call cannot amount to the value of a life, and the act of texting while driving is just as dangerous as drinking and driving. In other words, it would be thought that driving while using a phone would be less of an issue. However, it is one of the number one causes of death.

Moreover, the management of a cellphone while driving is one of the main causes of death today. These on-going issues have led to ""1.6 million crashes each year. Nearly 390,000 injuries occur each year from accidents caused by texting while driving."" (The National Safety Council Texting and Driving Statistics - Distracted Driving).

Not only are these wrecks traumatic to everyone involved, they effect the loved ones of those who got injured or died.

With such high stats, humans have began working to fix this matter in question. Many modern cars have come out with Bluetooth in the radio system which assists the driver with using his or her phone without actually using their phone. Bluetooth allows drivers to play music, text, and call all with minimal work applied. This update in technology can be seen as a breakthrough in modern advancements; but, it also has its faults that come along with it.

While managing to make the Bluetooth setting work, drivers can also find themselves just as distracted. Losing focus for five seconds or more on the road increases the risk of accidents and injuries. Looking somewhere else other than the road is just another second that the driver is not looking at oncoming traffic or pedestrians.

To conclude, a driver should not be allowed to use a cellular device while managing or operating a moving vehicle due to the risk of harming themselves as well as others, and the fact that it is illegal today and everyday following. Being a hazard on the road makes a hazard for everywhere around it. In this period of time, humans are developing technology to prevent this topic from happening in the future; however, until fully preventable, it should not be permitted.",0
"The usage of the having the  computers to indentify the each type of  expression does not help at all. Not considering to other type of oppiouns,people might see that as useful but that would not help but giving more inventions. L.-18 . Carving a piece of steel into the human form could be efficient:Gothamizing could lead way to more function optical recognition, as a biased tool to judge someone's emotion .

Research found in the 1980s and daring from the currentvally tells us more of what people are likely to note of each other. Researchers conducted one experiment by asking participants to watch video clips of individuals really the grocery, lunch counter or conversation partners, on which the saw the same four-second expressions of either anger,well-hidden sadness,surprise or even a beatific countenance . Noe were anounce that people identifiesay most mothes often surnizing looks as disispleasure even on the same type of expression , otherwise any on could declare that such analysis amount to simplified guess. the amazing sights and soounds of the sheerls unaided human beings Gangieu, can never(fortunately) be gained only by peering at people through or from even the most remarkable of computers , L.-31 .

Discoveries such the Gothcams applicationarent a reason to plunge headlong into a future so competive withcrit vastores or artifcial human. Though an advance this think of this sort of incredible inovation is maybe, perhaps, someo what, advisable. Voters,legislators,students and even educations now -well ""convinced"" by such marvels obvias are not an uncertain to promote ther advancements",1
"Dear Mr. Senator, I have decided to express my opinion to you about the Electoral College process for electing the President of the United States. This process should be abolished as soon as possible for it is corrosive to the American peoples opinion. We should instead switch to a popular vote by eligible American citizens to decide presidency.

Now some fellows might argue that the Electoral College is favored by the people. When in fact, as Bradford Plumer points out in paragraph 9, ""60 percent of voters would prefer a direct election to the kind we have now"". Some people may also say that the Electoral college encourages the president to visit all states, when in fact smaller states still are not treated the same as states with more electoral votes. A president would rather spend their time investing and giving information to a state such as california who have 55 electoral votes, who feel more inclined to think about their decision due to their involvement, rather than a state with 3 electoral votes who dont invest as much thought into their votes.

In grade school we are taught that popular votes most accurately represent what a specific population wants, why dont we use it in the real world? If your principle wanted to figure out what color the students wanted their yearbooks, she would not elect people to decide for each class! In the Bush and Gore election, Bush received less votes by the American people but won presidency because he acquired more Electoral votes than Gore. That means that more American people wanted Gore, but the fate was chosen by 271 people, who selected Bush as the winner!

The Electoral College also increases the risk of a tie and if one occurred, the election would be disrupted by the unorderly process of which we would have to take to decide the president. In 1968, a change of votes from just 41,971 people would have tied the electoral votes due to the even number of 538 Electors.

The overall idea im trying to express is that the Electoral College is a poor way to show peoples opinion, and much rather focuses on that of 270 individuals who in the end, decide the President of the United States. I hope you can see my points and I long for the day when the president is decided by the people.",0
"In this picture, it shows five different chemicals that can be dangerous alone or combined. Looking at the signs will help you understand the imortance. For example, the 1st chemical gas is combustion and it has the sign to ""have no combustion"" meaning if the gas encounters fire or anything hot it won't burn or explode in this case. Second example is the 2nd chemical gas is Danger of suffocation meaning if that room or area contains that gas your not aloud to go in that area because it can sufficate you.

The 3rd chemical gas is Danger of an exploding vien meaning if that chess cavity encounters that chemical gas and it's surrounded by rocks on all sides,you have to dig down to see that chemical, it will cause the chess cavity to explode. The 4th chemical gas, all they say is ""Cool to transport temp"" but they don't understand is that they can't transport what those containers are in becasue it's bulilt with reinforced aluminum or fiberglass and you can't just put it in shipment or package that easy. The last gvas the high school students can see is just goig to look at it like some other chemical, but not knowing that is extremely dangerous because all that gas does it just look at all the obstacles it had to get through. Just looking at that can become super dangerous. Looking at certain things and not knowing what it can do or what's going to happen is more dangerous than anything you'll ever know.",1
"Do you own a car? Have you ever driven one? Many people would answer yes to these questions, and would agree that cars , in fact, are very useful. But have you ever thought of the adavantages that would occur if we limited car usage? While cars are very useful, they also have lots of negative side affects that come along with it. Cars accumulate lots of pollution in the enviroment and stress to humans. Also less cars, results in less traffic, which means you will be wasting less of you're life waiting to get somewhere and actually being there in the moment. Whether you realize it or not Americans are already starting to cut down on car uasge. In the article ""The End of Car Culture"" by Elisabeth Rosenthal, it even states ""recent studies suggest that Americans are buying fewer cars, driving less and getting fewer licenses as each year goes by.""

The world has been struggling with pollution for quite some time now and has been trying to come up with ways to cut it down. So why not start with where it derives from the most? Cars. Pollution by cars got so bad in Paris that they had to use license plate numbers to decide what cars could drive on certain days! But what did happen was ""Congestion was down 60 percent in the capital of France, after five-days of intensifying smog."" (Duffer). That is amazing! Just five days of less car usage and the smog went down 60 precent. Pollution would drop in great precentages if we just cut down car usage a bit. Pollution will always be harmful to the world, but steps should be taken to harm the world as little as possible.

Stress is something everyone experiences, but it is safe to say that everyone could do with less of it. Cars cause lots of stress to humans. A city in Germany does not allow cars and a women from the city says ""When I had a car I was always tense."" (Rosenthal). She is much more relaxed now and does not need to worry about all the stress that comes along with owning a car. Another person from Bogota, Columbia, where they have a car-free day, says ""Its a good opportunity to take away stress..."" (Selsky). People all around the world are reporting that their lives are a lot less stress free when they do not own cars. Stress is something that can be very damaging to a human when in large amounts and just cutting down on driving takes away lots of that stress.

Everyone has been stuck in traffic from time to time, and for some people in small cities, five minutes could be a long time to be stuck in traffic. But for some people in big cities like New York City and Los Angelos, people waste hours stuck in traffic! When you accumulate all those hours stuck in traffic, that is a lot of your time wasted in just waiting to get from desitination A, to destination B. Those hours could be spent on actually being there in the moment at the destination you want to be at. ""A study last year found that driving by young people decreased 23 percent between 2001 and 2009....."" (Rosenthal), many people now-a-days just want to get to the place that they are going to, as fast as possible; whether that be by car-pooling, taking the bus, or biking. Car usage is already decreasing, but that advantage should be taken that people want to live in the moment more and car usage should be even more cut down.

Car usage may never be completely taken away, but it defintley can be lowered. The advantages and benefits of just less car usage is astonishing. Less pollution to help the world, less stress to help the people, and letting people live life in the moment more are all advantages the derive from cutting down on the usage of cars. It may be diffcult to let go of something many people hold on to so dearest, but it is a change the will benefit us. While cars may have its pros, its cons outweigh it in the end.",0
"The author of this article is trying to say, that Niagara Falls still remains the world's greatest natural wonder. There are a couple of reasons to proved this as stated in the article. One reason is the contant foaming mist that creates a sound so deafening that it prohibits normal conversation.  Another reason is that the falls still produces grand amounts of energy and that it has never been intended as a major source of power. The final reason is that poeple still gather around to see the falls majestic beauty.

Some may believe that the allure of the 167-foot drop may have faded. But people still say that the falls is more beautiful in person instead of in pictures. Poarmistress Dr. Kris Zacny had  this to say,""They're incredible. I mean, of course, they have height and power, which is extremely impressive, but the main thing is the enormous amount of mist;that's my main focus. Because of that mist, it makes it very hard ot see the falls, very hard to see anything down there. And for me it waws very difficult to  gauge it. People who are able to look at the falls would see that it's very intimidating."" He also said that it was intimidating because he was unable to see the entire 2,200-foot stretching of the falls. Dr. Zacny woudla returned to the falls so he could stuudy the moss found in the area for its possible life on other planets. But he would have to wait another 20 years for the roads to be cleared again of the anrdors that caused the closing of the bridge.

In the article it says that,""No single demonstration can ever give a sense of how mighty the falls are as a natural wonder. ""Even the most ideal viewing conditons will distort a person's view with a big problem to look for. In past situations people would build cities such as Fimont and fronteac int he early 20th century as bases to see the glory of the falls. But in the end they did nothing producing power and was abondoned after commerce, war and comparison to the great cities of norht America. And people such as Al Vaorin of Levittown, Pennslyvania would come to the falls because of his great interest in it. Vaorin was quoted to have this to say,""I've been here many times. It's a great escape. It's so powerful, the beauty of it. I'm a big fan of natural things like the Grand Canyon. I guess I'm just somebody who is fascinated by God's creation. And that's what the falls is for me. A lot of people don't see it that way because it's kind of a disaster what happened with the place becoming abondaned. But for me, I look at it and see beauty.""",1
"The use of technology can be operated for many different reasons. Is technology valuable for emotional expressions of students in a classroom?

Everyone has their own opinion in the use of technology based on facial expressions. In my opinion, I believe reading emotional expressions of students in a classroom is valuable. This can be taught as if you we're being instructed by math. You may be thinking to yourself ""How can this be possible for a computer to be recognized by a facial expression?"" According to the passage, the computer process begins using a 3-D computer model of the face. The appromixate number of 44 muscles must move just like a human. A man, Dr. Paul Eckman created six different emotions such as, happy, surprised, angry, sad, fear, and disgust. Then each characteristic would be assocaiated by the moventment of the facial muscles.

This technology can be helpful for students because of new emotion-recognized software tracks these facial movements. By weighting the different units, the software can identified by the using mixed emotions. Each emotion is compared against neutral face, in other words no expression shown. You can tell the difference of a person's face of how they're feeling just by looking at their face. But they might alsp, have other feelings within inside them. The new software stories similar anatomical information as an electic code.",0
"Having a car now of days seem very important but do you car for them now why we should place them in the article are in this world that is preeccent hence why the meaning of fors is sm arts equipment that uses transceivers and digital define cara are useful. Cars contain a wide range of safety gadgets and now transcevirs ares no exeption to that.

Author in paragraph cite ""cars could talk to one another using transceviers, or wireless communcication devices, which take the forms of laaptops, tablets and phoness.""meaning that glowing cars or non-glowing car have to move at the smae time to decrease crashes which I sentence stated ""The policy organization predicts that the law could potentially solve the nop. 1 killer of all teenagers, whch is crashes. However, the author might of just stated such gadgets, includingsurvos of airplance. As I ci read that saying that means a lot because not onnly because cars aren't tthat big of preecantencion or crashing it violating since airplance is mainly used for coverage.

The auor in the first paragraph desriibed which I sentence stated ""The transciever easily fits in the same radio equipment that'is found in most houses, hence meaning I means of saying that it's most durale like for example peopld istening to the raeod using the smae movement preeancnetening damping small uproar or too big so which of en would percieve that they are gaining insight that passenger said ""I preacend that there wouldn't by anyt tr tic ronw that day.""meaning what the author is saying that it does protray the term or weeks helping to compare it with stating or launching it would work since rsession of the laing.

Explaining that car like ours future car can be found ,weaylimit all us cars and some around it boom it'great mving and invention of uhu or jus go.",1
"Dear State senator, A lot of chatter about weather the president should be elected by electoral college or by popular vote is going around my school for the past couple of weeks, and i can't help but to give my own opinion about this argument. I believe that the popular vote should decide who is the president.

I believe this because of two reasons. One, the citizens are the ones that are going to have to deal with this good or bad president for four years and possibly eight years. Also the satate senators can be bribed by one or the other candidates running for president. This candidate could have the worst plans for the next four years and all because he cheated to win. This could cause riots and prawns around the United States.

Two, Electoral College is unfair to voters because of the winnertakeall system. What this means is that candidates are not going to focus on the staes that they know they wont get any votes from. for example in source tw, during the campaign of 2000, seventeen states were not visited by either candidates so they didn't get to see any campaign ads. this is unfair because it makes it harder, almost impossible for these states to choose on who to vote for because they had no presentations to choose from. this puts to much power in the candidates hands.

Some may believe otherwise. For example, since the Electoral votes are from very experienced people that have put there life and time into knowing about what is right and wrong. they are much more experience than the normal citizens. Also Electoral College prevents runoff elections to occur. for example in source three, the electoral College avoids the problem of elections in which no candidate receives a majority of the votes casted. This causes lots of pressure which would greatly complicate the presidential election process. With Electoral Collage, this produces a clear winner.

In my own opinion the one that decideds the winner is popular votes. There can still be Elector Collage votes, but the Electoral votes have to much power and is unfair to the citizens of the united states.",0
